productId,name,cleanName,extCardType,extStage,imageUrl,subTypeName,extRarity,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,extUPC,extNumber,extHP,extAttack1,extWeakness,extRetreatCost,extAttack2,extResistance
278794,Lost Origin Booster Pack Art Bundle [Set of 4],Lost Origin Booster Pack Art Bundle Set of 4,,,https://tcgplayer-cdn.tcgplayer.com/product/278794_200w.jpg,Normal,,3,3118,https://cpt.tcgcsv.com/Vwf3,2022-09-09T04:03:39.38,1,"Collect each of the 4 unique art packs for Lost Origin.
<br>Each Lost Origin booster pack contains 10 random cards.",64.99,79.46,79.99,48.84,,,,,,,,,
278795,Lost Origin Build & Battle Box Display,Lost Origin Build and Battle Box Display,,,https://tcgplayer-cdn.tcgplayer.com/product/278795_200w.jpg,Normal,,3,3118,https://cpt.tcgcsv.com/Wwf3,2023-05-03T19:16:49.773,1,"Each Lost Origin Build & Battle Box Display contains 10 Lost Origin Build & Battle Boxes.
<br><br>EACH POKÉMON TCG: SWORD & SHIELD—Lost Origin BUILD & BATTLE BOX INCLUDES:
<br>• 40-card ready-to-play decks
<br>• 1 of 4 promo cards
<br>• 4 Pokémon TCG: Sword & Shield—Lost Origin booster packs
<br>• 1 deck-building tip sheet",729.99,1197.48,1295.98,659.65,,0820650860690,,,,,,,
278796,Lost Origin Elite Trainer Box Case,Lost Origin Elite Trainer Box Case,,,https://tcgplayer-cdn.tcgplayer.com/product/278796_200w.jpg,Normal,,3,3118,https://cpt.tcgcsv.com/Xwf3,2022-09-09T04:03:39.38,1,Each sealed Elite Trainer Box case contains 10 Elite Trainer Boxes.,1749.98,1817.48,2549.49,1625.74,,0820650870712,,,,,,,
278797,Lost Origin Single Pack Blister [Set of 2],Lost Origin Single Pack Blister Set of 2,,,https://tcgplayer-cdn.tcgplayer.com/product/278797_200w.jpg,Normal,,3,3118,https://cpt.tcgcsv.com/Zwf3,2022-09-09T04:03:39.38,1,"Collect each of the Lost Origin Single Pack Blisters.
<br>Each blister comes with 1 Lost Origin booster pack, a coin, and a promotional card of Scorbunny or Croagunk.",34.99,53.97,213448.51,37.68,,,,,,,,,
278801,Lost Origin Sleeved Booster Pack Art Bundle [Set of 4],Lost Origin Sleeved Booster Pack Art Bundle Set of 4,,,https://tcgplayer-cdn.tcgplayer.com/product/278801_200w.jpg,Normal,,3,3118,https://cpt.tcgcsv.com/2xf3,2022-09-09T04:03:39.38,1,"Collect each of the 4 unique art packs for Lost Origin.
<br>Each Lost Origin booster pack contains 10 random cards.",72.0,80.48,94.95,63.9,,,,,,,,,
278803,Lost Origin Premium Checklane Blister [Set of 2],Lost Origin Premium Checklane Blister Set of 2,,,https://tcgplayer-cdn.tcgplayer.com/product/278803_200w.jpg,,,3,3118,https://cpt.tcgcsv.com/5xf3,2022-09-09T04:03:39.38,1,"Collect each of the Lost Origin Premium Checklane Blisters
<br><br>Each Premium Checklane Blister comes with a Lost Origin booster pack, a TCGO Code, Coin and 3 cards with an evolution line.",,,,,,,,,,,,,
278804,Lost Origin Sleeved Booster Pack Bundle [Set of 8],Lost Origin Sleeved Booster Pack Bundle Set of 8,,,https://tcgplayer-cdn.tcgplayer.com/product/278804_200w.jpg,Normal,,3,3118,https://cpt.tcgcsv.com/6xf3,2022-09-09T04:03:39.38,1,"Contains 8 Sleeved Booster Packs of Sword & Shield—Lost Origin.
<br>Each Sword & Shield—Lost Origin sleeved booster pack contains 10 random cards.",152.9,159.95,169.99,127.53,,,,,,,,,
278807,Code Card - Lost Origin 3 Pack Blister [Regigigas],Code Card Lost Origin 3 Pack Blister Regigigas,,,https://tcgplayer-cdn.tcgplayer.com/product/278807_200w.jpg,Normal,Code Card,3,3118,https://cpt.tcgcsv.com/9xf3,2022-09-09T04:03:39.38,1,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",0.01,0.1,1.24,0.05,,,,,,,,,
278808,Code Card - Lost Origin 3 Pack Blister [Weavile],Code Card Lost Origin 3 Pack Blister Weavile,,,https://tcgplayer-cdn.tcgplayer.com/product/278808_200w.jpg,Normal,Code Card,3,3118,https://cpt.tcgcsv.com/bxf3,2022-09-09T04:03:39.38,1,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",0.01,0.12,0.49,,,,,,,,,,
278810,Code Card - Lost Origin Single Pack Blister [Croagunk],Code Card Lost Origin Single Pack Blister Croagunk,,,https://tcgplayer-cdn.tcgplayer.com/product/278810_200w.jpg,Normal,Code Card,3,3118,https://cpt.tcgcsv.com/dxf3,2022-09-09T04:03:39.38,1,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",0.01,0.08,0.15,,,,,,,,,,
278811,Code Card - Lost Origin Single Pack Blister [Scorbunny],Code Card Lost Origin Single Pack Blister Scorbunny,,,https://tcgplayer-cdn.tcgplayer.com/product/278811_200w.jpg,Normal,Code Card,3,3118,https://cpt.tcgcsv.com/fxf3,2022-09-09T04:03:39.38,1,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",0.02,0.06,0.15,,,,,,,,,,
278813,Code Card - Lost Origin Premium Checklane Blister [Infernape],Code Card Lost Origin Premium Checklane Blister Infernape,,,https://tcgplayer-cdn.tcgplayer.com/product/278813_200w.jpg,Normal,Code Card,3,3118,https://cpt.tcgcsv.com/hxf3,2022-09-09T04:03:39.38,1,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",0.15,0.15,0.25,0.15,,,,,,,,,
278814,Code Card - Lost Origin Premium Checklane Blister [Torterra],Code Card Lost Origin Premium Checklane Blister Torterra,,,https://tcgplayer-cdn.tcgplayer.com/product/278814_200w.jpg,Normal,Code Card,3,3118,https://cpt.tcgcsv.com/jxf3,2022-09-09T04:03:39.38,1,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",0.03,0.06,0.1,,,,,,,,,,
278819,Lost Origin Booster Bundle,Lost Origin Booster Bundle,,,https://tcgplayer-cdn.tcgplayer.com/product/278819_200w.jpg,Normal,,3,3118,https://cpt.tcgcsv.com/pxf3,2023-01-25T13:56:10.867,1,"Includes six booster packs from Sword & Shield—Lost Origin
<br>Each Lost Origin booster pack contains 10 cards and either 1 basic Energy or 1 VSTAR marker. Cards vary by pack.",137.95,165.0,259.98,136.1,,0820650851469,,,,,,,
282000,Origin Forme Dialga VSTAR Premium Collection,Origin Forme Dialga VSTAR Premium Collection,,,https://tcgplayer-cdn.tcgplayer.com/product/282000_200w.jpg,Normal,,3,3118,https://cpt.tcgcsv.com/0Qg3,2022-10-07T04:03:31.737,1,"Origin Forme Dialga VSTAR wields colossal strength to bend time to its will, while Origin Forme Palkia VSTAR soars across the sky and twists the fabric of space! Appearing here in both playable and oversize versions, each ancient Legendary Pokémon boasts a potentially game-changing VSTAR Power. To round out this deluxe collection, the star Pokémon also appears as a Pokémon V, metal pin, and shimmering coin!
<br>
 Each Pokémon TCG: Origin Forme Pokémon VSTAR Premium Collection includes:
<br>
• 1 etched foil card featuring Origin Forme Dialga VSTAR or Origin Forme Palkia VSTAR
<br>
• 1 etched foil card featuring Origin Forme Dialga V or Origin Forme Palkia V
<br>
• 1 oversize foil card featuring Origin Forme Dialga VSTAR or Origin Forme Palkia VSTAR
<br>
• 1 pin featuring Origin Forme Dialga or Origin Forme Palkia
<br>
• 1 metallic coin featuring Origin Forme Dialga or Origin Forme Palkia
<br>
• 6 Pokémon TCG booster packs
<br>
• 1 acrylic VSTAR marker
<br>
• A code card for Pokémon TCG Live",86.96,115.0,150.0,77.66,,0820650871269,,,,,,,
282001,Origin Forme Palkia VSTAR Premium Collection,Origin Forme Palkia VSTAR Premium Collection,,,https://tcgplayer-cdn.tcgplayer.com/product/282001_200w.jpg,Normal,,3,3118,https://cpt.tcgcsv.com/2Qg3,2022-10-07T04:03:31.737,1,"Origin Forme Dialga VSTAR wields colossal strength to bend time to its will, while Origin Forme Palkia VSTAR soars across the sky and twists the fabric of space! Appearing here in both playable and oversize versions, each ancient Legendary Pokémon boasts a potentially game-changing VSTAR Power. To round out this deluxe collection, the star Pokémon also appears as a Pokémon V, metal pin, and shimmering coin!
<br>
 Each Pokémon TCG: Origin Forme Pokémon VSTAR Premium Collection includes:
<br>
• 1 etched foil card featuring Origin Forme Dialga VSTAR or Origin Forme Palkia VSTAR
<br>
• 1 etched foil card featuring Origin Forme Dialga V or Origin Forme Palkia V
<br>
• 1 oversize foil card featuring Origin Forme Dialga VSTAR or Origin Forme Palkia VSTAR
<br>
• 1 pin featuring Origin Forme Dialga or Origin Forme Palkia
<br>
• 1 metallic coin featuring Origin Forme Dialga or Origin Forme Palkia
<br>
• 6 Pokémon TCG booster packs
<br>
• 1 acrylic VSTAR marker
<br>
• A code card for Pokémon TCG Live",89.99,100.0,125.0,71.13,,0820650871269,,,,,,,
282005,Origin Forme Dialga/Palkia VSTAR Premium Collection [Set of 2],Origin Forme Dialga Palkia VSTAR Premium Collection Set of 2,,,https://tcgplayer-cdn.tcgplayer.com/product/282005_200w.jpg,Normal,,3,3118,https://cpt.tcgcsv.com/7Qg3,2022-10-07T04:03:31.737,1,"Origin Forme Dialga VSTAR wields colossal strength to bend time to its will, while Origin Forme Palkia VSTAR soars across the sky and twists the fabric of space! Appearing here in both playable and oversize versions, each ancient Legendary Pokémon boasts a potentially game-changing VSTAR Power. To round out this deluxe collection, the star Pokémon also appears as a Pokémon V, metal pin, and shimmering coin!
<br>
 Each Pokémon TCG: Origin Forme Pokémon VSTAR Premium Collection includes:
<br>
• 1 etched foil card featuring Origin Forme Dialga VSTAR or Origin Forme Palkia VSTAR
<br>
• 1 etched foil card featuring Origin Forme Dialga V or Origin Forme Palkia V
<br>
• 1 oversize foil card featuring Origin Forme Dialga VSTAR or Origin Forme Palkia VSTAR
<br>
• 1 pin featuring Origin Forme Dialga or Origin Forme Palkia
<br>
• 1 metallic coin featuring Origin Forme Dialga or Origin Forme Palkia
<br>
• 6 Pokémon TCG booster packs
<br>
• 1 acrylic VSTAR marker
<br>
• A code card for Pokémon TCG Live",180.0,181.0,194.99,174.29,,0820650871269,,,,,,,
282255,Aerodactyl VSTAR,Aerodactyl VSTAR,Fighting,VSTAR,https://tcgplayer-cdn.tcgplayer.com/product/282255_200w.jpg,Holofoil,Ultra Rare,3,3118,https://cpt.tcgcsv.com/7Wg3,2025-10-22T23:58:05.063,1,"<span style=""color:gold""><strong>VSTAR Power</strong></span>
<br>
[1] Ancient Star
<br>
Until this Pokémon leaves play, it gains an Ability that has the effect ""Your opponent's Pokémon V in play, except any Aerodactyl <em>VSTAR</em>, have no Abilities."" <em>(You can't use more than 1 VSTAR Power in a game.)</em>",0.7,1.46,29.95,1.34,1.98,,093/196,260,"[2F] Lost Dive (240)
<br>
Put the top 3 cards of your deck in the Lost Zone.",Gx2,2,,
282256,Hisuian Zoroark VSTAR,Hisuian Zoroark VSTAR,Colorless,VSTAR,https://tcgplayer-cdn.tcgplayer.com/product/282256_200w.jpg,Holofoil,Ultra Rare,3,3118,https://cpt.tcgcsv.com/8Wg3,2025-06-05T06:27:58.683,1,,0.65,1.25,89.0,1.07,0.96,,147/196,270,"[2] Ticking Curse (50x)
<br>
This attack does 50 damage for each of your Pokémon that has any damage counters on it.",Fx2,2,"<span style=""color:gold""><strong>VSTAR Power</span>
<br>
Ability — Phantom Star</strong>
<br>
During your turn, you may discard your hand and draw 7 cards. <em>(You can't use more than 1 VSTAR Power in a game.)</em>",
282257,Mirage Gate,Mirage Gate,Item,Trainer,https://tcgplayer-cdn.tcgplayer.com/product/282257_200w.jpg,Normal,Uncommon,3,3118,https://cpt.tcgcsv.com/9Wg3,2025-02-07T20:22:07.35,1,"You can use this card only if you have 7 or more cards in the Lost Zone.
<br>
Search your deck for up to 2 basic Energy cards of different types and attach them to your Pokémon in any way you like. Then, shuffle your deck.",0.01,0.15,30.0,0.08,0.05,,163/196,,,,,,
282257,Mirage Gate,Mirage Gate,Item,Trainer,https://tcgplayer-cdn.tcgplayer.com/product/282257_200w.jpg,Reverse Holofoil,Uncommon,3,3118,https://cpt.tcgcsv.com/9Wg3,2025-02-07T20:22:07.35,1,"You can use this card only if you have 7 or more cards in the Lost Zone.
<br>
Search your deck for up to 2 basic Energy cards of different types and attach them to your Pokémon in any way you like. Then, shuffle your deck.",0.09,0.34,6.95,0.26,,,163/196,,,,,,
282401,Sword & Shield Ultra-Premium Collection: Charizard,Sword and Shield Ultra Premium Collection Charizard,,,https://tcgplayer-cdn.tcgplayer.com/product/282401_200w.jpg,Normal,,3,3118,https://cpt.tcgcsv.com/2-g3,2022-10-28T04:03:09.683,1,"Celebrate the Sword & Shield Series and the era of Pokémon V, Pokémon VMAX, and Pokémon VSTAR with a hotshot who knows how to put all that power to good use! Charizard turns up the heat as a trio of promo cards with an etched foil treatment, and its Gigantamax form shows off blazing style on a playmat, metal coin, and set of card sleeves. Metal dice and condition markers round out this ultimate set of gameplay accessories. And as you open the huge stack of booster packs inside this box, take a journey through the Sword & Shield Series with an original booklet full of images and stats!
<br>
The Pokémon TCG: Sword & Shield Ultra-Premium Collection—Charizard includes:
<br>
• 3 etched foil promo cards: Charizard V, Charizard VMAX, and Charizard VSTAR
<br>
• 1 playmat featuring Gigantamax Charizard
<br>
• 65 card sleeves featuring Gigantamax Charizard
<br>
• 1 metal coin featuring Gigantamax Charizard
<br>
• 6 metal damage-counter dice
<br>
• 2 metal condition markers
<br>
• 1 acrylic VSTAR marker
<br>
• 16 Pokémon TCG booster packs from the Sword & Shield Series
<br>
• A player’s guide to the entire Sword & Shield Series
<br>
• A code card for Pokémon TCG Live",449.99,544.97,1500.0,486.8,,0820650871115,,,,,,,
