productId,name,cleanName,extStage,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extCardText,extAttack1,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extResistance
42356,Zapdos,Zapdos,Basic,https://tcgplayer-cdn.tcgplayer.com/product/42356_200w.jpg,3,604,https://cpt.tcgcsv.com/8Zl,2026-02-03T01:01:38.19,1,016/102,Holo Rare,Lightning,90,,"[1LLL] Thunder (60)
<br>Flip a coin. If tails, Zapdos does 30 damage to itself.",,3,24.21,50.26,120.0,52.42,69.95,Holofoil,"[LLLL] Thunderbolt (100)
<br>Discard all Energy cards attached to Zapdos in order to use this attack.",F-30
42357,Beedrill,Beedrill,Stage 2,https://tcgplayer-cdn.tcgplayer.com/product/42357_200w.jpg,3,604,https://cpt.tcgcsv.com/9Zl,2023-06-16T18:04:57.767,1,017/102,Rare,Grass,80,,"[3] Twineedle (30x)
<br>Flip 2 coins. This attack does 30 damage times the number of heads.",R,,1.2,2.5,9999.0,5.53,,Normal,"[GGG] Poison Sting (40)
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned.",F-30
42358,Dragonair,Dragonair,Stage 1,https://tcgplayer-cdn.tcgplayer.com/product/42358_200w.jpg,3,604,https://cpt.tcgcsv.com/bZl,2023-09-02T05:35:20.73,1,018/102,Rare,Colorless,80,,"[3] Slam (30x)
<br>Flip 2 coins. This attack does 30 damage times the number of heads.",,2,5.0,9.99,199.99,14.21,,Normal,"[4] Hyper Beam (20)
<br>If the Defending Pokémon has any Energy cards attached to it, choose 1 of them and discard it.",P-30
42359,Dugtrio,Dugtrio,Stage 1,https://tcgplayer-cdn.tcgplayer.com/product/42359_200w.jpg,3,604,https://cpt.tcgcsv.com/cZl,2022-11-15T17:13:17.433,1,019/102,Rare,Fighting,70,,[1FF] Slash (40),G,2,3.0,4.81,17.99,8.11,,Normal,"[FFFF] Earthquake (70)
<br>Does 10 damage to each of your own Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",L-30
42360,Blastoise,Blastoise,Stage 2,https://tcgplayer-cdn.tcgplayer.com/product/42360_200w.jpg,3,604,https://cpt.tcgcsv.com/dZl,2025-12-23T19:17:35.087,1,002/102,Holo Rare,Water,100,"<strong>Pokémon Power: Rain Dance</strong> As often as you like during your turn <em>(before your attack)</em>, you may attach 1 Water Energy card to 1 of your Water Pokémon. <em>(This doesn't use up your 1 Energy card attachment for the turn.)</em> This power can't be used if Blastoise is Asleep, Confused, or Paralyzed.","[WWW] Hydro Pump (40+)
<br>Does 40 damage plus 10 more damage for each Water Energy attached to Blastoise but not used to pay for this attack's Energy cost. Extra Water Energy after the 2nd doesn't count.",L,3,104.0,157.3,499.99,164.61,,Holofoil,,
42361,Electabuzz,Electabuzz,Basic,https://tcgplayer-cdn.tcgplayer.com/product/42361_200w.jpg,3,604,https://cpt.tcgcsv.com/fZl,2023-06-19T10:10:37.95,1,020/102,Rare,Lightning,70,,"[L] Thundershock (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",F,2,2.41,4.84,18.99,9.54,,Normal,"[1L] Thunderpunch (30+)
<br>Flip a coin. If heads, this attack does 30 damage plus 10 more damage; if tails, this attack does 30 damage and Electabuzz does 10 damage to itself.",
42362,Electrode,Electrode,Stage 1,https://tcgplayer-cdn.tcgplayer.com/product/42362_200w.jpg,3,604,https://cpt.tcgcsv.com/gZl,2025-11-24T15:56:29.307,1,021/102,Rare,Lightning,80,"<strong>Pokémon Power: Buzzap</strong> At any time during your turn <em>(before your attack)</em>, you may Knock Out Electrode and attach it to 1 of your other Pokémon. If you do, choose a type of Energy. Electrode is now an Energy card of that type (instead of a Pokémon) that provides 2 Energy. This power can't be used if Electrode is Asleep, Confused, or Paralyzed.","[LLL] Electric Shock (50)
<br>Flip a coin. If tails, Electrode does 10 damage to itself.",F,1,2.29,4.21,9999.0,6.74,77.8,Normal,,
42363,Pidgeotto,Pidgeotto,Stage 1,https://tcgplayer-cdn.tcgplayer.com/product/42363_200w.jpg,3,604,https://cpt.tcgcsv.com/hZl,2022-11-15T20:54:46.947,1,022/102,Rare,Colorless,60,,"[2] Whirlwind (20)
<br>If your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. <em>(Do the damage before switching the Pokémon.)</em>",L,1,4.24,8.99,22.99,9.61,,Normal,"[3] Mirror Move
<br>If Pidgeotto was attacked last turn, do the final result of that attack on Pidgeotto to the Defending Pokémon.",F-30
42364,Arcanine,Arcanine,Stage 2,https://tcgplayer-cdn.tcgplayer.com/product/42364_200w.jpg,3,604,https://cpt.tcgcsv.com/jZl,2023-03-19T11:38:32.517,1,023/102,Uncommon,Fire,100,,"[1RR] Flamethrower (50)
<br>Discard 1 Fire Energy card attached to Arcanine in order to use this attack.",W,3,0.84,2.35,4321.0,2.69,19.98,Normal,"[2RR] Take Down (80)
<br>Arcanine does 30 damage to itself.",
42365,Charmeleon,Charmeleon,Stage 1,https://tcgplayer-cdn.tcgplayer.com/product/42365_200w.jpg,3,604,https://cpt.tcgcsv.com/kZl,2023-01-16T09:19:06.467,1,024/102,Uncommon,Fire,80,,[3] Slash (30),W,1,0.2,0.91,9999.0,2.1,3.35,Normal,"[1RR] Flamethrower (50)
<br>Discard 1 Fire Energy card attached to Charmeleon in order to use this attack.",
42366,Dewgong,Dewgong,Stage 1,https://tcgplayer-cdn.tcgplayer.com/product/42366_200w.jpg,3,604,https://cpt.tcgcsv.com/lZl,2023-03-28T17:04:40.773,1,025/102,Uncommon,Water,80,,[1WW] Aurora Beam (50),L,3,0.41,1.77,19.98,2.65,19.98,Normal,"[2WW] Ice Beam (30)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",
42367,Dratini,Dratini,Basic,https://tcgplayer-cdn.tcgplayer.com/product/42367_200w.jpg,3,604,https://cpt.tcgcsv.com/mZl,2025-11-20T04:53:33.1,1,026/102,Uncommon,Colorless,40,,[1] Pound (10),,1,0.2,1.08,34.99,1.91,4.97,Normal,,P-30
42368,Farfetch'd,Farfetchd,Basic,https://tcgplayer-cdn.tcgplayer.com/product/42368_200w.jpg,3,604,https://cpt.tcgcsv.com/nZl,2024-01-25T22:28:20.653,1,027/102,Uncommon,Colorless,50,,"[1] Leek Slap (30)
<br>
Flip a coin. If tails, this attack does nothing. Either way, you can't use this attack again as long as Farfetch'd stays in play (even putting Farfetch'd on the Bench won't let you use it again).",L,1,0.2,0.79,34.99,1.15,19.98,Normal,[3] Pot Smash (30),F-30
42369,Growlithe,Growlithe,Basic,https://tcgplayer-cdn.tcgplayer.com/product/42369_200w.jpg,3,604,https://cpt.tcgcsv.com/pZl,2025-10-31T18:25:33.557,1,028/102,Uncommon,Fire,60,,[1R] Flare (20),W,1,0.2,0.67,9999.0,0.89,0.31,Normal,,
42370,Haunter,Haunter,Stage 1,https://tcgplayer-cdn.tcgplayer.com/product/42370_200w.jpg,3,604,https://cpt.tcgcsv.com/qZl,2023-06-29T07:12:31.593,1,029/102,Uncommon,Psychic,60,,"[P] Hypnosis
<br>The Defending Pokémon is now Asleep.",,1,0.27,1.04,4321.0,1.89,,Normal,"[PP] Dream Eater (50)
<br>You can't use this attack unless the Defending Pokémon is Asleep.",F-30
42371,Chansey,Chansey,Basic,https://tcgplayer-cdn.tcgplayer.com/product/42371_200w.jpg,3,604,https://cpt.tcgcsv.com/rZl,2023-10-11T13:38:31.427,1,003/102,Holo Rare,Colorless,120,,"[2] Scrunch
<br>Flip a coin. If heads, prevent all damage done to Chansey during your opponent's next turn. <em>(Any other effects of attacks still happen.)</em>",F,1,16.55,35.0,4321.0,37.42,,Holofoil,"[4] Double-edge (80)
<br>Chansey does 80 damage to itself.",P-30
42372,Ivysaur,Ivysaur,Stage 1,https://tcgplayer-cdn.tcgplayer.com/product/42372_200w.jpg,3,604,https://cpt.tcgcsv.com/sZl,2025-10-10T23:56:20.577,1,030/102,Uncommon,Grass,60,,[2G] Vine Whip (30),R,1,0.96,1.68,9999.0,4.61,,Normal,"[GGG] Poisonpowder (20)
<br>The Defending Pokémon is now Poisoned.",
42373,Jynx,Jynx,Basic,https://tcgplayer-cdn.tcgplayer.com/product/42373_200w.jpg,3,604,https://cpt.tcgcsv.com/tZl,2025-10-31T18:25:33.86,1,031/102,Uncommon,Psychic,70,,"[P] Doubleslap (10x)
<br>Flip 2 coins. This attack does 10 damage times the number of heads.",P,2,0.25,0.71,9999.0,0.85,0.75,Normal,"[1PP] Meditate (20+)
<br>Does 20 damage plus 10 more damage for each damage counter on the Defending Pokémon.",
42374,Kadabra,Kadabra,Stage 1,https://tcgplayer-cdn.tcgplayer.com/product/42374_200w.jpg,3,604,https://cpt.tcgcsv.com/vZl,2025-10-31T18:25:33.813,1,032/102,Uncommon,Psychic,60,,"[PP] Recover
<br>Discard 1 Psychic Energy card attached to Kadabra in order to use this attack. Remove all damage counters from Kadabra.",P,3,0.3,1.0,9999.0,1.52,0.42,Normal,[1PP] Super Psy (50),
42375,Kakuna,Kakuna,Stage 1,https://tcgplayer-cdn.tcgplayer.com/product/42375_200w.jpg,3,604,https://cpt.tcgcsv.com/wZl,2025-11-24T15:11:42.25,1,033/102,Uncommon,Grass,80,,"[2] Stiffen
<br>Flip a coin. If heads, prevent all damage done to Kakuna during your opponent's next turn. <em>(Any other effects of attacks still happen.)</em>",R,2,0.25,0.76,9.99,1.32,1.96,Normal,"[GG] Poisonpowder (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned.",
42376,Machoke,Machoke,Stage 1,https://tcgplayer-cdn.tcgplayer.com/product/42376_200w.jpg,3,604,https://cpt.tcgcsv.com/xZl,2025-02-01T04:23:33.983,1,034/102,Uncommon,Fighting,80,,"[1FF] Karate Chop (50-)
<br>Does 50 damage minus 10 damage for each damage counter on Machoke.",P,3,0.1,0.65,9999.0,0.86,1.46,Normal,"[2FF] Submission (60)
<br>Machoke does 20 damage to itself.",
42377,Magikarp,Magikarp,Basic,https://tcgplayer-cdn.tcgplayer.com/product/42377_200w.jpg,3,604,https://cpt.tcgcsv.com/zZl,2023-06-26T11:19:36.597,1,035/102,Uncommon,Water,30,,[1] Tackle (10),L,1,0.4,1.14,34.99,4.98,7.54,Normal,"[W] Flail (10x)
<br>Does 10 damage times the number of damage counters on Magikarp.",
42378,Magmar,Magmar,Basic,https://tcgplayer-cdn.tcgplayer.com/product/42378_200w.jpg,3,604,https://cpt.tcgcsv.com/BZl,2024-08-27T11:00:50.85,1,036/102,Uncommon,Fire,50,,[RR] Fire Punch (30),W,2,0.5,1.49,12.12,2.01,,Normal,"[1RR] Flamethrower (50)
<br>Discard 1 Fire Energy card attached to Magmar in order to use this attack.",
42379,Nidorino,Nidorino,Stage 1,https://tcgplayer-cdn.tcgplayer.com/product/42379_200w.jpg,3,604,https://cpt.tcgcsv.com/CZl,2024-01-18T08:17:19.55,1,037/102,Uncommon,Grass,60,,"[2G] Double Kick (30x)
<br>Flip 2 coins. This attack does 30 damage times the number of heads.",P,1,0.75,1.46,34.99,3.84,5.87,Normal,[2GG] Horn Drill (50),
42380,Poliwhirl,Poliwhirl,Stage 1,https://tcgplayer-cdn.tcgplayer.com/product/42380_200w.jpg,3,604,https://cpt.tcgcsv.com/DZl,2025-10-31T18:25:34.063,1,038/102,Uncommon,Water,60,,"[WW] Amnesia
<br>Choose 1 of the Defending Pokémon's attacks. That Pokémon can't use that attack during your opponent's next turn.",G,1,0.29,0.75,9999.0,1.21,0.29,Normal,"[1WW] Doubleslap (30x)
<br>Flip 2 coins. This attack does 30 damage times the number of heads.",
42381,Porygon,Porygon,Basic,https://tcgplayer-cdn.tcgplayer.com/product/42381_200w.jpg,3,604,https://cpt.tcgcsv.com/FZl,2024-11-23T10:15:35.57,1,039/102,Uncommon,Colorless,30,,"[1] Conversion 1
<br>If the Defending Pokémon has a Weakness, you may change it to a type of your choice other than Colorless.",F,1,0.2,1.58,34.99,2.98,6.04,Normal,"[2] Conversion 2
<br>Change Porygon's Resistance to a type of your choice other than Colorless.",P-30
42382,Charizard,Charizard,Stage 2,https://tcgplayer-cdn.tcgplayer.com/product/42382_200w.jpg,3,604,https://cpt.tcgcsv.com/GZl,2026-02-06T01:18:49.887,1,004/102,Holo Rare,Fire,120,"<strong>Pokémon Power: Energy Burn</strong> As often as you like during your turn <em>(before your attack)</em>, you may turn all Energy attached to Charizard into Fire Energy for the rest of the turn. This power can't be used if Charizard is Asleep, Confused, or Paralyzed.","[RRRR] Fire Spin (100)
<br>Discard 2 Energy cards attached to Charizard in order to use this attack.",W,3,384.9,599.99,1500.0,467.81,1299.98,Holofoil,,F-30
42383,Raticate,Raticate,Stage 1,https://tcgplayer-cdn.tcgplayer.com/product/42383_200w.jpg,3,604,https://cpt.tcgcsv.com/HZl,2022-11-16T17:37:50.403,1,040/102,Uncommon,Colorless,60,,[1] Bite (20),F,1,0.71,1.47,59.99,2.3,,Normal,"[3] Super Fang (?)
<br>Does damage to the Defending Pokémon equal to half the Defending Pokémon's remaining HP (rounded up to the nearest 10).",P-30
42384,Seel,Seel,Basic,https://tcgplayer-cdn.tcgplayer.com/product/42384_200w.jpg,3,604,https://cpt.tcgcsv.com/JZl,2026-02-05T19:09:49.34,1,041/102,Uncommon,Water,60,,[W] Headbutt (10),L,1,0.3,0.83,9.99,1.12,1.15,Normal,,
42385,Wartortle,Wartortle,Stage 1,https://tcgplayer-cdn.tcgplayer.com/product/42385_200w.jpg,3,604,https://cpt.tcgcsv.com/KZl,2024-11-17T10:43:54.523,1,042/102,Uncommon,Water,70,,"[1W] WIthdraw
<br>Flip a coin. If heads, prevent all damage done to Wartortle during your opponent's next turn. <em>(Any other effects of attacks still happen.)</em>",L,1,0.7,2.39,39.99,3.49,2.0,Normal,[2W] Bite (40),
42386,Abra,Abra,Basic,https://tcgplayer-cdn.tcgplayer.com/product/42386_200w.jpg,3,604,https://cpt.tcgcsv.com/LZl,2024-07-26T16:11:02.583,1,043/102,Common,Psychic,30,,"[P] Psyshock (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",P,,0.1,0.5,9999.0,1.3,0.28,Normal,,
42387,Bulbasaur,Bulbasaur,Basic,https://tcgplayer-cdn.tcgplayer.com/product/42387_200w.jpg,3,604,https://cpt.tcgcsv.com/MZl,2025-12-15T20:42:34.31,1,044/102,Common,Grass,40,,"[GG] Leech Seed (20)
<br>Unless all damage from this attack is prevented, you may remove 1 damage counter from Bulbasaur.",R,1,0.5,1.49,501.5,2.38,0.97,Normal,,
42388,Caterpie,Caterpie,Basic,https://tcgplayer-cdn.tcgplayer.com/product/42388_200w.jpg,3,604,https://cpt.tcgcsv.com/NZl,2023-11-01T04:47:16.167,1,045/102,Common,Grass,40,,"[G] String Shot (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",R,1,0.25,0.79,501.5,1.24,,Normal,,
42389,Charmander,Charmander,Basic,https://tcgplayer-cdn.tcgplayer.com/product/42389_200w.jpg,3,604,https://cpt.tcgcsv.com/PZl,2025-05-09T02:06:04.037,1,046/102,Common,Fire,50,,[1] Scratch (10),W,1,0.15,1.0,100.0,2.1,2.1,Normal,"[1R] Ember (30)
<br>Discard 1 Fire Energy card attached to Charmander in order to use this attack.",
42390,Diglett,Diglett,Basic,https://tcgplayer-cdn.tcgplayer.com/product/42390_200w.jpg,3,604,https://cpt.tcgcsv.com/QZl,2025-10-31T18:25:33.447,1,047/102,Common,Fighting,30,,[F] Dig (10),G,,0.1,0.48,23.0,0.81,0.11,Normal,[FF] Mud Slap (30),L-30
42391,Doduo,Doduo,Basic,https://tcgplayer-cdn.tcgplayer.com/product/42391_200w.jpg,3,604,https://cpt.tcgcsv.com/RZl,2025-02-01T21:53:18.89,1,048/102,Common,Colorless,50,,"[1] Fury Attack (10x)
<br>Flip 2 coins. This attack does 10 damage times the number of heads.",L,,0.01,0.68,44.99,0.95,1.05,Normal,,F-30
42392,Drowzee,Drowzee,Basic,https://tcgplayer-cdn.tcgplayer.com/product/42392_200w.jpg,3,604,https://cpt.tcgcsv.com/SZl,2025-11-24T18:36:52.427,1,049/102,Common,Psychic,50,,[1] Pound (10),P,1,0.1,0.5,501.5,0.63,,Normal,"[PP] Confuse Ray (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Confused.",
42393,Clefairy,Clefairy,Basic,https://tcgplayer-cdn.tcgplayer.com/product/42393_200w.jpg,3,604,https://cpt.tcgcsv.com/TZl,2024-08-17T17:34:34.19,1,005/102,Holo Rare,Colorless,40,,"[1] Sing
<br>Flip a coin. If heads, the Defending Pokémon is now Asleep.",F,1,17.2,26.73,4321.0,27.76,,Holofoil,"[3] Metronome
<br>Choose 1 of the Defending Pokémon's attacks. Metronome copies that attack except for its Energy costs and anything else required to use that attack, such as discarding Energy cards. <em>(No matter what type the Defending Pokémon is, Clefairy's type is still Colorless.)</em>",P-30
42394,Gastly,Gastly,Basic,https://tcgplayer-cdn.tcgplayer.com/product/42394_200w.jpg,3,604,https://cpt.tcgcsv.com/VZl,2025-11-24T18:54:44.183,1,050/102,Common,Psychic,30,,"[P] Sleeping Gas
<br>Flip a coin. If heads, the Defending Pokémon is now Asleep.",,,0.13,0.55,501.5,0.83,0.29,Normal,"[1P] Destiny Bond
<br>Discard 1 Psychic Energy card attached to Gastly in order to use this attack. If a Pokémon Knocks Out Gastly during your opponent's next turn, Knock Out that Pokémon.",F-30
42395,Koffing,Koffing,Basic,https://tcgplayer-cdn.tcgplayer.com/product/42395_200w.jpg,3,604,https://cpt.tcgcsv.com/WZl,2025-10-31T18:25:33.333,1,051/102,Common,Grass,50,,"[GG] Foul Gas (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned; if tails, it is now Confused.",P,1,0.2,0.48,9999.0,0.48,0.25,Normal,,
42396,Machop,Machop,Basic,https://tcgplayer-cdn.tcgplayer.com/product/42396_200w.jpg,3,604,https://cpt.tcgcsv.com/XZl,2025-10-31T18:25:34.313,1,052/102,Common,Fighting,50,,[F] Low Kick (20),P,1,0.06,0.38,501.5,0.42,0.17,Normal,,
42397,Magnemite,Magnemite,Basic,https://tcgplayer-cdn.tcgplayer.com/product/42397_200w.jpg,3,604,https://cpt.tcgcsv.com/ZZl,2024-07-26T16:11:02.63,1,053/102,Common,Lightning,40,,"[L] Thunder Wave (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",F,1,0.15,0.49,9999.0,0.6,,Normal,"[1L] Selfdestruct (40)
<br>Does 10 damage to each Pokémon on each player's Bench. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em> Magnemite does 40 damage to itself.",
42398,Metapod,Metapod,Stage 1,https://tcgplayer-cdn.tcgplayer.com/product/42398_200w.jpg,3,604,https://cpt.tcgcsv.com/-Zl,2024-11-18T05:56:01.12,1,054/102,Common,Grass,70,,"[2] Stiffen
<br>Flip a coin. If heads, prevent all damage done to Metapod during your opponent's next turn. <em>(Any other effects of attacks still happen.)</em>",R,2,0.15,0.57,9999.0,0.85,,Normal,"[GG] Stun Spore (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",
42399,Nidoran M,Nidoran M,Basic,https://tcgplayer-cdn.tcgplayer.com/product/42399_200w.jpg,3,604,https://cpt.tcgcsv.com/_Zl,2025-11-29T03:21:19.627,1,055/102,Common,Grass,40,,"[G] Horn Hazard (30)
<br>Flip a coin. If tails, this attack does nothing.",P,1,0.1,0.49,50.0,0.68,0.96,Normal,,
42400,Onix,Onix,Basic,https://tcgplayer-cdn.tcgplayer.com/product/42400_200w.jpg,3,604,https://cpt.tcgcsv.com/0-l,2024-11-10T11:54:52.163,1,056/102,Common,Fighting,90,,[F] Rock Throw (10),G,3,0.1,0.55,501.5,0.87,1.47,Normal,"[FF] Harden
<br>
During your opponent's next turn, whenever 30 or less damage is done to Onix <em>(after applying Weakness and Resistance)</em>, prevent that damage. <em>(Any other effects of attacks still happen.)</em>",
42401,Pidgey,Pidgey,Basic,https://tcgplayer-cdn.tcgplayer.com/product/42401_200w.jpg,3,604,https://cpt.tcgcsv.com/2-l,2025-10-10T23:55:02.81,1,057/102,Common,Colorless,40,,"[2] Whirlwind (10)
<br>If your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. <em>(Do the damage before switching the Pokémon.)</em>",L,1,0.18,0.75,12.99,1.21,1.72,Normal,,F-30
42402,Pikachu,Pikachu,Basic,https://tcgplayer-cdn.tcgplayer.com/product/42402_200w.jpg,3,604,https://cpt.tcgcsv.com/3-l,2025-11-24T18:48:42.83,1,058/102,Common,Lightning,40,,[1] Gnaw (10),F,1,0.83,2.48,9999.0,4.94,9.97,Normal,"[1L] Thunder Jolt (30)
<br>Flip a coin. If tails, Pikachu does 10 damage to itself.",
42403,Poliwag,Poliwag,Basic,https://tcgplayer-cdn.tcgplayer.com/product/42403_200w.jpg,3,604,https://cpt.tcgcsv.com/5-l,2025-10-31T18:25:33.51,1,059/102,Common,Water,40,,"[W] Water Gun (10+)
<br>Does 10 damage plus 10 more damage for each Water Energy attached to Poliwag but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.",G,1,0.15,0.5,9999.0,0.57,0.1,Normal,,
42404,Gyarados,Gyarados,Stage 1,https://tcgplayer-cdn.tcgplayer.com/product/42404_200w.jpg,3,604,https://cpt.tcgcsv.com/6-l,2024-04-13T08:00:04.15,1,006/102,Holo Rare,Water,100,,[WWW] Dragon Rage (50),G,3,18.36,33.97,4321.0,35.94,,Holofoil,"[WWWW] Bubblebeam (40)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",F-30
42405,Ponyta,Ponyta,Basic,https://tcgplayer-cdn.tcgplayer.com/product/42405_200w.jpg,3,604,https://cpt.tcgcsv.com/7-l,2025-10-31T18:25:34.19,1,060/102,Common,Fire,40,,[2] Smash Kick (20),W,1,0.09,0.38,501.5,0.44,0.14,Normal,[RR] Flame Tail (30),
42406,Rattata,Rattata,Basic,https://tcgplayer-cdn.tcgplayer.com/product/42406_200w.jpg,3,604,https://cpt.tcgcsv.com/8-l,2025-10-31T18:25:33.62,1,061/102,Common,Colorless,30,,[1] Bite (20),F,,0.15,0.48,23.0,0.61,0.14,Normal,,P-30
42407,Sandshrew,Sandshrew,Basic,https://tcgplayer-cdn.tcgplayer.com/product/42407_200w.jpg,3,604,https://cpt.tcgcsv.com/9-l,2026-01-29T16:11:30.873,1,062/102,Common,Fighting,40,,"[F] Sand-attack (10)
<br>If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.",G,1,0.18,0.52,29.99,0.84,1.01,Normal,,L-30
